PK,NOMBRE,DESCRIPCION-ENTIDAD,HORARIO,EQUIPAMIENTO,EQUIPAMIENTO_CLEANED,DEPORTE,TRANSPORTE,DESCRIPCION,ACCESIBILIDAD,CONTENT-URL,NOMBRE-VIA,CLASE-VIAL,TIPO-NUM,NUM,PLANTA,PUERTA,ESCALERAS,ORIENTACION,LOCALIDAD,PROVINCIA,CODIGO-POSTAL,COD-BARRIO,BARRIO,COD-DISTRITO,DISTRITO,COORDENADA-X,COORDENADA-Y,LATITUD,LONGITUD,TELEFONO,FAX,EMAIL,TIPO,Column
4556640,Instalación Deportiva Municipal Básica Guadalajara,,, campo de futbol (cesped artificial) campos de futbol  (cesped artificial),campo de futbol 11,futbol 11,"Bus:  4 , 70 , 106 , 140 , 153",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8add2414d35e1110VgnVCM1000000b205a0aRCRD,GUADALAJARA,AVENIDA,V,S/N,,,,,MADRID,MADRID,28032,4,ARCOS,20,SAN BLAS-CANILLEJAS,447550,4474613,40.42048481589473,-3.618277425225656,,,,CamposEstadiosFutbol, 
4556640,,,,,campo de futbol 11,futbol 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4549105,Instalación Deportiva Municipal Básica Hogar del Ferroviario,,, campo de futbol ,campo de futbol 11,futbol 11,"Metro: EstrellaBus: 8 , 20 , 30 , 32 , 113",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4bed787f05d91110VgnVCM2000000c205a0aRCRD,MEDITERRANEO,AVENIDA,V,S/N,,,,"Colonia Ferroviarios, frente a Manuel Mª Arrillaga, 51",MADRID,MADRID,28030,5,FONTARRON,14,MORATALAZ,444009,4473345,40.40695911649336,-3.6611698838232107,,,,CamposEstadiosFutbol, 
4547279,Instalación Deportiva Municipal Básica Isla de Tabarca,,,campo de futbol (cesped artificial),campo de futbol 11,futbol 11,"Metro: Avenida de la Ilustración, PeñagrandeBus:  42 , 67 , 127 , 137",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1b1898d6f7291110VgnVCM2000000c205a0aRCRD,SANTIAGO DE COMPOSTELA,CALLE,V,104,,,,c/v Isla de Tabarca,MADRID,MADRID,28035,3,PEÑA GRANDE,8,FUENCARRAL-EL PARDO,438898,4480931,40.476809546000716,-3.7208537072021843,,,,CamposEstadiosFutbol, 
5566865,,,,,campo de futbol 11,futbol 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4547304,Instalación Deportiva Municipal Básica La Cabrera,,, campo de futbol (cesped artificial),campo de futbol 11,futbol 11,"Metro: Antonio MachadoBus: 42 , 127 , 132 , 137",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fafb36f24b291110VgnVCM2000000c205a0aRCRD,LA CABRERA,CALLE,V,33,,,,,MADRID,MADRID,28035,3,PEÑA GRANDE,8,FUENCARRAL-EL PARDO,439156,4480623,40.4721901295831,-3.7190584034452194,,,,CamposEstadiosFutbol, 
4555274,Instalación Deportiva Municipal Básica La Chimenea,,, campo de futbol (cesped artificial),campo de futbol 11,futbol 11,"Metro: Usera.Bus: 23 , 55 , 60.",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c7c1baac93dd1110VgnVCM1000000b205a0aRCRD,VALLANDES,CALLE,V,5,,,,c/v Hermenegildo Bielsa y Calesas,MADRID,MADRID,28026,5,MOSCARDO,12,USERA,440357,4471597,40.390958149227075,-3.70404293417357,,,,CamposEstadiosFutbol, 
4528631,,,,,campo de futbol 11,futbol 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6342001,,,,,campo de futbol 11,futbol 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4548373,,,,,campo de futbol 11,futbol 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4548373,,,,,campo de futbol 11,futbol 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4580902,,,,,campo de futbol 11,futbol 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4555797,Instalación Deportiva Municipal Básica Los Coronales,,, campo de futbol  (cesped artificial),campo de futbol 11,futbol 11,"Bus: 105 , 112 , 115 , 151",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c46e6210e00e1110VgnVCM1000000b205a0aRCRD,BAHIA DE MALAGA,CALLE,V,5,,,,,MADRID,MADRID,28042,5,CORRALEJOS,21,BARAJAS,449474,4479760,40.46697124729341,-3.5960084512507975,,,,CamposEstadiosFutbol, 
4560927,,,,,campo de futbol 11,futbol 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5706141,Instalación Deportiva Municipal Básica Los Morales - Patrimonio Humanidad I,,, campo de futbol sala,campo de futbol 11,futbol 11,"Metro: La Peseta.Bus: 35 , 155",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=05088ea1ffde8210VgnVCM2000000c205a0aRCRD,PATRIMONIO DE LA HUMANIDAD,CALLE,V,37,,,,Parc. 3.10.4 del P.A.U. de Carabanchel,MADRID,MADRID,28054,6,BUENAVISTA,11,CARABANCHEL,435170,4468229,40.36210281029443,-3.7635483773274845,,,,CamposEstadiosFutbol, 
4660152,,,,,campo de futbol 11,futbol 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4556968,Instalación Deportiva Municipal Básica Lucano,,, campo de futbol pista polideportiva,campo de futbol 11,futbol 11,"Bus: 28 , 48 , 140",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2675edf4b85e1110VgnVCM1000000b205a0aRCRD,LUCANO,CALLE,V,,,,,c/v Esfinge,MADRID,MADRID,28022,7,CANILLEJAS,20,SAN BLAS-CANILLEJAS,448411,4476874,40.439035523688,-3.6095923854429737,,,,CamposEstadiosFutbol, 
6297321,,,, campo de futbol ,campo de futbol 11,futbol 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4555804,Instalación Deportiva Municipal Básica Maris Stella,,, campo de futbol (cesped artificial),campo de futbol 11,futbol 11,"Bus: 81 , 121",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a7216210e00e1110VgnVCM1000000b205a0aRCRD,DOCTOR TOLOSA LATOUR,CALLE,V,18,,,,Frente C. Informat. S.S.,MADRID,MADRID,28026,7,PRADOLONGO,12,USERA,440401,4469895,40.37561971602255,-3.703376726464257,,,,CamposEstadiosFutbol, 
4547376,,,,,campo de futbol 11,futbol 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178423,,,, campo de futbol  (cesped artificial),campo de futbol 11,futbol 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5870223,Instalación Deportiva Municipal Básica Mozart,,, campo de futbol ,campo de futbol 11,futbol 11,"Metro: Príncipe Pío.Bus: 25 , 33 , 39 , 41 , 46 , 62 , 75 , 138 , C.Renfe: Príncipe Pío.",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3416f80f8de5c210VgnVCM1000000b205a0aRCRD,MOZART,CALLE,V,s/n,,,,,MADRID,MADRID,28008,1,CASA DE CAMPO,9,MONCLOA-ARAVACA,438926,4475306,40.4242665417876,-3.7212709022034463,,,,CamposEstadiosFutbol, 
4541310,Instalación Deportiva Municipal Básica Nevado de Cumbal,,, campo de futbol  de cesped artificial (con  marcajes de futbol ),campo de futbol 11,futbol 11,"Metro: Mar de CristalBus: 87 , 104 , 112 ,  120 , 125 , 153 , 172",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c03a3c00a6a51110VgnVCM1000000b205a0aRCRD,NEVADO DEL CUMBAL,CALLE,V,4,,,,,MADRID,MADRID,28033,4,PINAR DEL REY,16,HORTALEZA,446493,4480037,40.469280016703586,-3.63118145043629,,,,CamposEstadiosFutbol, 
4660151,Instalación Deportiva Municipal Básica Ontanilla,,, campo de futbol ,campo de futbol 11,futbol 11,"Metro: Pan BenditoBus: 108 , 116 , 118 , 121 , 131 , 155",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7036d915a1f65110VgnVCM1000000b205a0aRCRD,LOS POBLADOS,AVENIDA,V,,,,,C/V Ontanilla,MADRID,MADRID,28025,7,ABRANTES,11,CARABANCHEL,438264,4469788,40.37450904700692,-3.728526373827137,,,,CamposEstadiosFutbol, 
4564065,,,,,campo de futbol 11,futbol 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4582873,Instalación Deportiva Municipal Básica Palomeras Bajas,,, campo de futbol,campo de futbol 11,futbol 11,"Bus: 24 , 57 , 102 , 136 , 144Renfe: El Pozo",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1f3800dcb2db2110VgnVCM1000000b205a0aRCRD,PUERTO DE BALBARAN,CALLE,V,s/n,,,,,MADRID,MADRID,28053,3,PALOMERAS BAJAS,13,PUENTE DE VALLECAS,444050,4470152,40.37819745002066,-3.660405647355635,,,,CamposEstadiosFutbol, 
177331,,,,,campo de futbol 11,futbol 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4560975,,,,,campo de futbol 11,futbol 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4560975,,,,,campo de futbol 11,futbol 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68718,,,,,campo de futbol 11,futbol 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6336549,,,,,campo de futbol 11,futbol 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6336549,,,,,campo de futbol 11,futbol 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4563497,,,,,campo de futbol 11,futbol 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4563497,,,,,campo de futbol 11,futbol 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4541384,Instalación Deportiva Municipal Básica Parque Cuña Verde,,, campos de futbol pistas de baloncesto circuito de bicicletas,campo de futbol 11,futbol 11,"Metro: VicálvaroBus: 4 , 100 , 106 , 130",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6f683e25c8a51110VgnVCM1000000b205a0aRCRD,DAROCA,AVENIDA,V,300,,,,,MADRID,MADRID,28032,,AMBROZ,,VICALVARO,447672,4473622,40.40969329689759,-3.618025439807104,,,,CamposEstadiosFutbol, 
10283400,Instalación Deportiva Municipal Básica Parque Doña Guiomar I - Sporting de Hortaleza,,," campos de futbol  (cesped artificial, con  marcajes de futbol  cada uno)",campo de futbol 11,futbol 11,,,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=419eccbdac3aa510VgnVCM1000001d4a900aRCRD,MONOVAR,CALLE,V,8,,,,,MADRID,MADRID,28033,5,APOSTOL SANTIAGO,16,HORTALEZA,444442,4481051,40.478288972462366,-3.6554629730490227,,,,, 
4542810,,,,,campo de futbol 11,futbol 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4543052,,,,,campo de futbol 11,futbol 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4542098,,,,,campo de futbol 11,futbol 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4659840,,,,,campo de futbol 11,futbol 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4659840,,,,,campo de futbol 11,futbol 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4563656,,,,,campo de futbol 11,futbol 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6313019,Instalación Deportiva Municipal Básica Pista Deportiva Parque Miguel Aracil,,, campo de futbol ,campo de futbol 11,futbol 11,"Bus: 42, 64, 137",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=652cbe6348245310VgnVCM2000000c205a0aRCRD,JOAQUIN LORENZO,CALLE,V,39,,,,,MADRID,MADRID,28035,3,PEÑA GRANDE,8,FUENCARRAL-EL PARDO,438455,4480856,40.474228324656366,-3.7273498394981854,,,,InstalacionesDeportivasBasicas, 
4550112,Instalación Deportiva Municipal Básica Polígono de África,,, campo de futbol ,campo de futbol 11,futbol 11,"Bus: 4 , 38 , 48 , 70 , 106 , 109.",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ff421e23082a1110VgnVCM1000000b205a0aRCRD,VILLAESCUSA,CALLE,V,56,,,,,MADRID,MADRID,28017,2,PUEBLO NUEVO,15,CIUDAD LINEAL,446688,4474810,40.420332957105195,-3.629721806497472,,,,CamposEstadiosFutbol, 
4560680,Instalación Deportiva Municipal Básica Prosperidad,,, campo de futbol ,campo de futbol 11,futbol 11,"Metro: Concha Espina , Alfonso XIIIBus: 9 , 16 , 29 , 40 , 43 , 52 , 72 , 73 , 120",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=de57058fe5902110VgnVCM1000000b205a0aRCRD,PRADILLO,CALLE,V,25,,,,,MADRID,MADRID,28002,3,CIUDAD JARDIN,5,CHAMARTIN,443095,4478020,40.44901182281747,-3.672360271279946,,,,CamposEstadiosFutbol, 
4633340,Instalación Deportiva Municipal Básica Ramón Gómez de la Serna,,,campo de futbol  y campo de minipitch,campo de futbol 11,futbol 11,Metro: LacomaBus: 49,,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=99cc30fdedac4110VgnVCM1000000b205a0aRCRD,RAMON GOMEZ DE LA SERNA,CALLE,V,22,,,,c/v Valle de Pinares Llanos y Riscos de Polanco,MADRID,MADRID,28035,3,PEÑA GRANDE,8,FUENCARRAL-EL PARDO,438569,4481797,40.48459542261755,-3.72483060450493,,,,CamposEstadiosFutbol, 
4556628,,,,,campo de futbol 11,futbol 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5870423,,,,,campo de futbol 11,futbol 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4584706,Instalación Deportiva Municipal Básica Ronda Sur,,, campo de futbol (cesped artificial),campo de futbol 11,futbol 11,"Bus: 24 , 102Renfe: El Pozo",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=20d73d7dcf2c2110VgnVCM1000000b205a0aRCRD,SUR,RONDA,V,231,,,,c/v Barros,MADRID,MADRID,28053,1,ENTREVIAS,13,PUENTE DE VALLECAS,443812,4469646,40.3736230480929,-3.663164496710361,,,,CamposEstadiosFutbol, 
4548691,Instalación Deportiva Municipal Básica San Pascual,,, campo de futbol,campo de futbol 11,futbol 11,"Metro: Barrio de la ConcepciónBus: 21 , 48 , 53 , 122 , 146",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=79617bbeee991110VgnVCM1000000b205a0aRCRD,ESTEBAN MORA,CALLE,V,S/N,,,,esq. Derechos Humanos,MADRID,MADRID,28027,5,SAN PASCUAL,15,CIUDAD LINEAL,444501,4476832,40.43840494775814,-3.655676791131407,,,,CamposEstadiosFutbol, 
4580475,Instalación Deportiva Municipal Básica Sanchorreja,,, campo de futbol  pista polideportiva,campo de futbol 11,futbol 11,"Metro: Casa de CampoBus: 25, 33 , 36 , 39 , 55 , 65 , 138.",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8bbe87011f2b2110VgnVCM1000000b205a0aRCRD,SANCHORREJA,CALLE,V,8,,,,,MADRID,MADRID,28011,3,LUCERO,10,LATINA,435812,4472702,40.40244721879577,-3.7564266531216193,,,,CamposEstadiosFutbol, 
4547345,Instalación Deportiva Municipal Básica Santa Ana I,,, campo de futbol (hierba artificial),campo de futbol 11,futbol 11,"Metro: FuencarralBus: 66 , 137",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bae52c013e291110VgnVCM2000000c205a0aRCRD,HOSPITALET DE LLOBREGAT,CALLE,V,11,,,,c/v Travesía Hospitalet de Llobregat,MADRID,MADRID,28034,6,VALVERDE,8,FUENCARRAL-EL PARDO,441242,4483086,40.494519236275224,-3.6946807662555443,,,,CamposEstadiosFutbol, 
4547345,,,, campo de futbol (hierba artificial),campo de futbol 11,futbol 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4547356,,,,,campo de futbol 11,futbol 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4545645,Instalación Deportiva Municipal Básica Santa Rita,,, campo de futbol,campo de futbol 11,futbol 11,"Bus: 34, 108",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=56095ff1d9e71110VgnVCM1000000b205a0aRCRD,ALBA DE TORMES,CALLE,V,2,,,,,MADRID,MADRID,28025,5,PUERTA BONITA,11,CARABANCHEL,436959,4470124,40.379320040842394,-3.7426675730199714,,,,CamposEstadiosFutbol, 
4541972,Instalación Deportiva Municipal Básica Trinquete,,, campo de futbol (cesped artificial con  marcajes de futbol ),campo de futbol 11,futbol 11,"Metro: HortalezaBus: 7 , 29 , 107, 125 , 129",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bd483eb1ff961110VgnVCM1000000b205a0aRCRD,VELACHO BAJO,CALLE,V,3,,,,,MADRID,MADRID,28033,5,APOSTOL SANTIAGO,16,HORTALEZA,444204,4480418,40.472578003657866,-3.658209520963392,,,,CamposEstadiosFutbol, 
4547622,Instalación Deportiva Municipal Básica Urbis,,, campo de futbol (cesped artifical),campo de futbol 11,futbol 11,"Metro: ArtillerosBus: 30 , 32 , 71",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=201778c178391110VgnVCM2000000c205a0aRCRD,DOCTOR GARCIA TAPIA,AVENIDA,V,117,,,,esquina Avd. Moratalaz,MADRID,MADRID,28030,3,MARROQUINA,14,MORATALAZ,445633,4473800,40.41116588362631,-3.6420705862194347,,,,CamposEstadiosFutbol, 
4547454,Instalación Deportiva Municipal Básica Valdeyeros,,,campo de futbol (cesped artificial),campo de futbol 11,futbol 11,"Bus: 67 , 82",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=372b15a3f1391110VgnVCM2000000c205a0aRCRD,ROSALIA DE CASTRO,CALLE,V,77,,,,,MADRID,MADRID,28035,3,PEÑA GRANDE,8,FUENCARRAL-EL PARDO,438071,4481722,40.483873867477364,-3.7306867873299594,,,,CamposEstadiosFutbol, 
4545662,,,,,campo de futbol 11,futbol 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4542820,Instalación Deportiva Municipal Básica Virgen del Cortijo,,, campo de futbol,campo de futbol 11,futbol 11,"Bus: 150 , 174",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4e713da191f61110VgnVCM1000000b205a0aRCRD,OÑA,CALLE,V,18,,,,,MADRID,MADRID,28050,6,VALDEFUENTES,16,HORTALEZA,443949,4482529,40.4896891338737,-3.662689114816123,,,,CamposEstadiosFutbol, 
4556422,Instalación Deportiva Municipal Básica Zofío,,, campo de futbol (cesped artificial) fronton,campo de futbol 11,futbol 11,"Metro: Plaza ElípticaBus: 6 , 47 , 60 , 78 , 81 , 116 , 155 , 247.",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f4744bb2984e1110VgnVCM1000000b205a0aRCRD,RICARDO BELTRAN Y ROZPIDE,CALLE,V,12,,,,,MADRID,MADRID,28026,6,ZOFIO,12,USERA,439169,4470473,40.38074653650551,-3.7179320569800733,,,,CamposEstadiosFutbol, 
5567512,Instalación Deportiva Municipal Parque Lineal del Manzanares Victoriano González,.,"De lunes a domingo de 9,30 a 22,30 horas.", campo de futbol   pista polideportiva,campo de futbol 11,futbol 11,Bus: T32,,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4e8195356cd96210VgnVCM2000000c205a0aRCRD,EMBAJADORES,CALLE,V,324,,,,,MADRID,MADRID,28053,,ENTREVIAS,,USERA,442044,4469474,40.373834574469036,-3.6826926059178593,,,,InstalacionesDeportivasBasicas, 
